Date,AMZN,MSFT,TSLA,GOOG,AAPL,FB,JNJ,V,PG
2019-12-19,1792.280029296875,154.85458374023438,404.0400085449219,1356.0400390625,278.10140991210943,206.05999755859372,143.4347381591797,185.6781311035156,122.5859603881836
2019-12-20,1786.5,156.5452423095703,405.5899963378906,1349.5899658203125,277.525390625,206.3000030517578,144.13536071777344,187.1313934326172,123.01773834228516
2019-12-23,1793.0,156.5452423095703,419.2200012207031,1348.8399658203125,282.05413818359375,206.17999267578125,144.51036071777344,186.2156524658203,122.56633758544922
2019-12-24,1789.2099609375,156.51539611816406,425.25,1343.56005859375,282.322265625,205.1199951171875,144.007080078125,186.7034149169922,122.88035583496094
2019-12-26,1868.77001953125,157.79830932617188,430.9400024414063,1360.4000244140625,287.92364501953125,207.7899932861328,143.9084014892578,188.2860412597656,122.88035583496094
2019-12-27,1869.800048828125,158.08673095703125,430.3800048828125,1351.8900146484375,287.81439208984375,208.1000061035156,143.82945251464844,188.51498413085938,123.73409271240234
2019-12-30,1846.8900146484373,156.7242431640625,414.70001220703125,1336.1400146484375,289.5226135253906,204.41000366210938,143.38539123535156,186.9622039794922,122.14436340332031
2019-12-31,1847.8399658203125,156.83363342285156,418.3299865722656,1337.02001953125,291.63800048828125,205.25,143.9478759765625,187.0318603515625,122.56633758544922
2020-01-02,1898.010009765625,159.7375946044922,430.260009765625,1367.3699951171875,298.2921447753906,209.77999877929688,144.0465545654297,190.23699951171875,121.10417938232422
2020-01-03,1874.969970703125,157.7485809326172,443.010009765625,1360.6600341796875,295.3921203613281,208.6699981689453,142.37881469726562,188.72401428222656,120.28968811035156
2020-01-06,1902.8800048828125,158.15634155273438,451.5400085449219,1394.2099609375,297.7458801269531,212.6000061035156,142.20120239257812,188.31591796875,120.45650482177734
2020-01-07,1906.8599853515625,156.7143096923828,469.05999755859375,1393.3399658203125,296.3455810546875,213.05999755859372,143.06959533691406,187.81822204589844,119.71070098876952
2020-01-08,1891.969970703125,159.2104949951172,492.1400146484375,1404.3199462890625,301.1126403808594,215.22000122070312,143.0498809814453,191.0332946777344,120.22098541259766
2020-01-09,1901.050048828125,161.1995086669922,481.3399963378906,1419.8299560546875,307.508544921875,218.3000030517578,143.4741973876953,192.35714721679688,121.53594970703124
2020-01-10,1883.1600341796875,160.45364379882812,478.1499938964844,1429.72998046875,308.2037048339844,218.05999755859372,143.14854431152344,192.87474060058597,121.65370178222656
2020-01-13,1891.300048828125,162.3829803466797,524.8599853515625,1439.22998046875,314.7882995605469,221.91000366210938,143.78012084960938,194.4275360107422,122.54669952392578
2020-01-14,1869.43994140625,161.2393035888672,537.9199829101561,1430.8800048828125,310.5376281738281,219.05999755859372,144.5893096923828,195.14422607421875,122.36026000976562
